Filename,Date,Hour,Foraging,Total_Foraging_Events
Potomac 2017 06 02 POD2969 file01.CP264,7/17/2017,23,TRUE,51
Potomac 2017 06 02 POD2969 file01.CP265,7/18/2017,0,TRUE,33
Potomac 2017 06 02 POD2969 file01.CP266,7/18/2017,1,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP267,7/18/2017,2,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP268,7/18/2017,13,TRUE,16
Potomac 2017 06 02 POD2969 file01.CP269,7/18/2017,14,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP270,7/18/2017,16,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP271,7/18/2017,17,TRUE,22
Potomac 2017 06 02 POD2969 file01.CP272,7/18/2017,19,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP273,7/18/2017,20,TRUE,17
Potomac 2017 06 02 POD2969 file01.CP274,7/18/2017,21,TRUE,35
Potomac 2017 06 02 POD2969 file01.CP275,7/18/2017,22,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP276,7/19/2017,6,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP277,7/19/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP278,7/19/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP279,7/19/2017,10,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP280,7/19/2017,11,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP281,7/19/2017,12,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP282,7/19/2017,13,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP283,7/20/2017,0,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP284,7/20/2017,3,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP285,7/20/2017,6,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP286,7/20/2017,13,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP287,7/20/2017,19,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP288,7/20/2017,20,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP289,7/21/2017,7,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP290,7/21/2017,8,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP291,7/21/2017,12,TRUE,17
Potomac 2017 06 02 POD2969 file01.CP292,7/21/2017,13,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP293,7/21/2017,15,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP294,7/21/2017,19,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP295,7/21/2017,20,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP296,7/21/2017,21,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP297,7/21/2017,22,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP298,7/21/2017,23,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP299,7/22/2017,0,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP300,7/22/2017,1,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP301,7/22/2017,2,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP302,7/22/2017,6,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP303,7/22/2017,21,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP304,7/23/2017,0,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP305,7/23/2017,2,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP306,7/23/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP307,7/23/2017,14,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP308,7/23/2017,15,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP309,7/23/2017,16,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP310,7/23/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP311,7/23/2017,23,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP312,7/24/2017,2,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP313,7/24/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP314,7/25/2017,8,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP315,7/25/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP316,7/25/2017,10,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP317,7/25/2017,14,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP318,7/25/2017,15,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP319,7/25/2017,20,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP320,7/25/2017,22,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP321,7/26/2017,9,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP322,7/26/2017,10,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP323,7/26/2017,12,TRUE,20
Potomac 2017 06 02 POD2969 file01.CP324,7/26/2017,13,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP325,7/26/2017,14,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP326,7/27/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP327,7/27/2017,8,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP328,7/27/2017,16,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP329,7/28/2017,1,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP330,7/28/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP331,7/28/2017,10,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP332,7/28/2017,11,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP333,7/29/2017,5,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP334,7/30/2017,0,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP335,7/30/2017,3,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP336,7/30/2017,19,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP337,7/30/2017,21,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP338,7/31/2017,4,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP339,7/31/2017,5,TRUE,16
Potomac 2017 06 02 POD2969 file01.CP340,7/31/2017,6,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP341,7/31/2017,13,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP342,7/31/2017,17,TRUE,30
Potomac 2017 06 02 POD2969 file01.CP343,7/31/2017,18,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP344,8/1/2017,0,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP345,8/1/2017,1,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP346,8/1/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP347,8/1/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP348,8/1/2017,13,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP349,8/1/2017,14,TRUE,20
Potomac 2017 06 02 POD2969 file01.CP350,8/2/2017,3,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP351,8/2/2017,4,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP352,8/3/2017,2,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP353,8/3/2017,3,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP354,8/3/2017,6,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP355,8/3/2017,18,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP356,8/3/2017,19,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP357,8/4/2017,0,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP358,8/4/2017,6,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP359,8/4/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP360,8/4/2017,9,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP361,8/4/2017,23,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP362,8/5/2017,0,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP363,8/5/2017,1,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP364,8/5/2017,2,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP365,8/5/2017,5,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP366,8/5/2017,23,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP367,8/6/2017,0,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP368,8/6/2017,1,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP369,8/6/2017,9,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP370,8/6/2017,10,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP371,8/6/2017,12,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP372,8/6/2017,15,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP373,8/6/2017,18,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP374,8/6/2017,23,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP375,8/7/2017,11,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP376,8/7/2017,12,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP377,8/7/2017,13,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP378,8/9/2017,4,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP379,8/9/2017,11,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP380,8/9/2017,15,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP381,8/9/2017,23,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP382,8/10/2017,10,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP383,8/10/2017,14,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP384,8/10/2017,22,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP385,8/11/2017,7,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP386,8/11/2017,10,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP387,8/11/2017,11,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP388,8/12/2017,5,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP389,8/12/2017,7,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP390,8/12/2017,22,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP391,8/13/2017,13,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP392,8/14/2017,0,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP393,8/14/2017,1,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP394,8/14/2017,4,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP395,8/14/2017,12,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP396,8/14/2017,19,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP397,8/14/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP398,8/15/2017,1,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP399,8/15/2017,4,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP400,8/15/2017,5,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP401,8/15/2017,6,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP402,8/15/2017,10,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP403,8/15/2017,11,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP404,8/16/2017,9,TRUE,29
Potomac 2017 06 02 POD2969 file01.CP405,8/16/2017,11,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP406,8/16/2017,13,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP407,8/16/2017,14,TRUE,30
Potomac 2017 06 02 POD2969 file01.CP408,8/17/2017,5,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP409,8/17/2017,6,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP410,8/17/2017,7,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP411,8/17/2017,8,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP412,8/17/2017,9,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP413,8/17/2017,14,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP414,8/18/2017,12,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP415,8/18/2017,13,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP416,8/19/2017,16,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP417,8/19/2017,22,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP418,8/19/2017,23,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP419,8/20/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP420,8/21/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP421,8/21/2017,23,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP422,8/22/2017,21,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP423,8/22/2017,22,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP424,8/24/2017,3,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP425,8/24/2017,12,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP426,8/25/2017,3,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP427,8/26/2017,3,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP428,8/26/2017,4,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP429,8/30/2017,14,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP430,8/30/2017,15,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP431,8/30/2017,20,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP432,8/31/2017,3,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP433,8/31/2017,5,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP434,8/31/2017,6,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP435,9/1/2017,6,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP436,9/2/2017,1,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP437,9/4/2017,4,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP438,9/5/2017,11,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP439,9/6/2017,3,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP440,9/6/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP441,9/7/2017,23,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP442,9/8/2017,7,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP443,9/12/2017,8,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP444,9/13/2017,18,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP445,9/13/2017,20,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP446,9/15/2017,11,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP447,9/16/2017,5,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP448,9/16/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP449,9/16/2017,13,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP450,9/16/2017,17,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP451,9/20/2017,23,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP452,9/21/2017,0,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP453,9/21/2017,8,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP454,9/22/2017,15,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP455,9/27/2017,1,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP456,9/29/2017,9,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP457,9/30/2017,6,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP458,9/30/2017,9,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP459,10/1/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP460,10/1/2017,10,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP461,10/2/2017,6,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP462,10/2/2017,12,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP463,10/3/2017,1,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP464,10/6/2017,3,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP465,10/6/2017,4,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP466,10/6/2017,9,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP467,10/8/2017,0,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP468,10/10/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP469,10/12/2017,3,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP470,10/13/2017,0,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP471,10/14/2017,4,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP472,10/14/2017,5,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP473,10/14/2017,6,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP474,10/15/2017,17,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP475,10/16/2017,1,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP476,10/16/2017,2,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP477,10/17/2017,8,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP478,10/22/2017,3,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP479,10/22/2017,4,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP480,10/22/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP481,10/23/2017,0,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP482,10/23/2017,1,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP483,10/25/2017,1,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP484,10/25/2017,2,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP485,10/27/2017,7,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP486,10/28/2017,0,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP3,5/16/2016,10,TRUE,4
Potomac 2016 03 28 POD2591 file01.CP4,5/20/2016,9,TRUE,4
Potomac 2016 03 28 POD2591 file01.CP5,5/23/2016,23,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP6,5/27/2016,7,TRUE,8
Potomac 2016 03 28 POD2591 file01.CP7,5/28/2016,3,TRUE,7
Potomac 2016 03 28 POD2591 file01.CP8,5/28/2016,4,TRUE,21
Potomac 2016 03 28 POD2591 file01.CP9,5/28/2016,5,TRUE,4
Potomac 2016 03 28 POD2591 file01.CP10,5/28/2016,6,TRUE,28
Potomac 2016 03 28 POD2591 file01.CP11,5/28/2016,7,TRUE,10
Potomac 2016 03 28 POD2591 file01.CP12,5/29/2016,8,TRUE,7
Potomac 2016 03 28 POD2591 file01.CP13,5/30/2016,19,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP14,6/4/2016,23,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP15,6/7/2016,2,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP16,6/9/2016,1,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP17,6/10/2016,0,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP18,6/10/2016,15,TRUE,5
Potomac 2016 03 28 POD2591 file01.CP19,6/10/2016,17,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP20,6/10/2016,18,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP21,6/11/2016,3,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP22,6/11/2016,8,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP23,6/11/2016,9,TRUE,8
Potomac 2016 03 28 POD2591 file01.CP24,6/11/2016,13,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP25,6/11/2016,21,TRUE,29
Potomac 2016 03 28 POD2591 file01.CP26,6/11/2016,22,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP27,6/12/2016,9,TRUE,4
Potomac 2016 03 28 POD2591 file01.CP28,6/12/2016,22,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP29,6/13/2016,12,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP30,6/14/2016,21,TRUE,4
Potomac 2016 03 28 POD2591 file01.CP31,6/14/2016,22,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP32,6/14/2016,23,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP33,6/15/2016,0,TRUE,5
Potomac 2016 03 28 POD2591 file01.CP34,6/15/2016,1,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP35,6/15/2016,5,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP36,6/15/2016,22,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP37,6/15/2016,23,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP38,6/16/2016,6,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP39,6/16/2016,7,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP40,6/16/2016,12,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP41,6/16/2016,16,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP42,6/17/2016,2,TRUE,4
Potomac 2016 03 28 POD2591 file01.CP43,6/18/2016,1,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP44,6/18/2016,8,TRUE,11
Potomac 2016 03 28 POD2591 file01.CP45,6/18/2016,9,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP46,6/18/2016,12,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP47,6/18/2016,18,TRUE,5
Potomac 2016 03 28 POD2591 file01.CP48,6/19/2016,9,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP49,6/20/2016,6,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP50,6/21/2016,20,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP51,6/22/2016,2,TRUE,7
Potomac 2016 03 28 POD2591 file01.CP52,6/22/2016,3,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP53,6/22/2016,7,TRUE,14
Potomac 2016 03 28 POD2591 file01.CP54,6/22/2016,19,TRUE,13
Potomac 2016 03 28 POD2591 file01.CP55,6/23/2016,0,TRUE,5
Potomac 2016 03 28 POD2591 file01.CP56,6/23/2016,9,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP57,6/23/2016,13,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP58,6/24/2016,2,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP59,6/24/2016,10,TRUE,2
Potomac 2016 03 28 POD2591 file01.CP60,6/24/2016,17,TRUE,5
Potomac 2016 03 28 POD2591 file01.CP61,6/26/2016,0,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP62,6/26/2016,17,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP63,6/27/2016,16,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP64,6/28/2016,1,TRUE,13
Potomac 2016 03 28 POD2591 file01.CP65,6/28/2016,2,TRUE,1
Potomac 2016 03 28 POD2591 file01.CP66,6/28/2016,23,TRUE,5
Potomac 2016 03 28 POD2591 file01.CP67,6/29/2016,0,TRUE,8
Potomac 2016 03 28 POD2591 file01.CP68,6/29/2016,1,TRUE,3
Potomac 2016 03 28 POD2591 file01.CP69,6/29/2016,5,TRUE,4
